name,type,lat,lng
Ration Shop,convenience,11.7807118,75.97729275000002
Government Technical High School ground,school,11.761755341591668,76.01079115761455
Ambedkar School Play ground,school,11.755142358837363,75.97901095303067
Sacred Heart School ground,school,11.759827063611649,76.01035751416082
Real Drive Used Vehicles,car,11.649187427774157,76.13621283362171
8/4 Vellamunda ration shop,grocery,11.733625535497488,75.95548451430666
Alanchery rationshop,grocery,11.70491968224497,75.94726363693376
Ration Shop,convenience,11.701326908679391,75.94735122279009
MAJI TILE SHOP,yes,11.734728775513332,76.07302628660965
PANAMARAM PANCHAYAT SHOPPING COMPLEX,yes,11.7407995,76.07339024999999
MILK SOCIETY BUILDING,dairy,11.726054957496956,76.07759581306685
KAPPIES BAKERY,yes,11.735343496488206,76.07339292721201
JOMSONS DOORS,yes,11.740974664896017,76.074131615301
AKSA HARDWARES,yes,11.733209147071989,76.07302771004204
KURUVA RESTAURANT,yes,11.75160254773339,76.06808063589234
KAPPIS BAKERY,yes,11.751370821392277,76.06809813595746
GIFT HOUSE,yes,11.739579439171218,76.07296643100665
MA BAKERY,yes,11.739775049999999,76.07294704999998
CH VEGETABLES,greengrocer,11.73966937967078,76.07293256584832
ISL HARDWARE,yes,11.728779387427103,76.07510512711772
Suzuki Showroom,car_repair,11.72885025,76.07458510000001
SHOPPING COMPLEX,yes,11.728968047074426,76.07380112290008
N AGENCIES,yes,11.72932804765193,76.07352039573973
BILADI BROAST,yes,11.729246894885692,76.07387554748696
RAMCO CEMENTS,yes,11.72915852856521,76.07398791047986
BOSCH BATTERY,yes,11.73459686915959,76.07297166921525
MANI WORKSHOP,yes,11.734809815069914,76.07334622920766
SHABNAM,yes,11.739532156043358,76.07279360625498
KT ELECTRICALS,yes,11.739868322885695,76.07295373474828
ORCHID DRESS SHOP,yes,11.739880842417813,76.07272106896828
MA FOOTWEARS,yes,11.739970461870506,76.07279537074339
PASHITA,yes,11.740502122633146,76.07303781149855
Cherukara ration shop,grocery,11.715531947294917,75.98209528760546
Vellamunda ration shop,grocery,11.731736198724498,75.93836860894965
Pazhanjana ration shop,grocery,11.732980050454533,75.94936082215682
Kandathuvayal ration shop,grocery,11.739120727882726,75.92126854651526
Mothakkara ration shop,grocery,11.705820438413554,75.95517632554784
Pulinjal ration shop,grocery,11.721018366666668,75.9562235798607
Peechamkode ration shop,grocery,11.750101088442062,75.99983934966522
Tharuvana ration shop,grocery,11.733231709564153,75.98291892038779
Kommayad rationshop,grocery,11.735489483066093,76.01033737248078
Karakkamala ration shop,grocery,11.737170694380955,76.02357543493427
kellur ration shop,grocery,11.750261514159158,76.01285081968153
Karingari rationshop,grocery,11.735422651085738,75.99031942189147
Crescent Public High School,school,11.731716413576422,76.07343001820325
Entrance Pass,ticket,11.817911053405359,76.21677021571104
"Government Lower Primary School, Mundakai",school,11.490012872242957,76.15539227007419
"S A Lower Primary School, Kuppadithara",school,11.693202251583577,76.01299921982209
"Government Lower Primary School, Pearl",school,11.666608708961506,75.97672579667609
Ration Shop,convenience,11.544857148579682,76.18102655859542
Ration Shop,convenience,11.534622710464633,76.17322658165996
Ration Shop,convenience,11.554335068226363,76.13117039762547
Ration Shop,convenience,11.572503181024334,76.21575778659553
Ration Shop,convenience,11.556405995308205,76.22359527565264
Rajeev Gandhi Memorial Higher Secondary School,school,11.660431157539248,76.34337941233076
ALPS Naikketty,school,11.668303344991637,76.31281164664873
Govt L P School Muthanga,school,11.673798743231382,76.35737705135136
Heal Star Traders,electrical,11.66873865,76.31343520000001
Minha Supermarket,supermarket,11.712287550000003,76.07907695
Hot N Cool,bakery,11.712063327073116,76.07949661147224
Ration Shop,convenience,11.67160935,76.0696417
Ration Shop,convenience,11.673917832764735,76.07692206433265
Ration Shop,convenience,11.683060350000002,76.07658455
"Government Model Girls Residential School, Kaniyambetta",school,11.693590581552831,76.08948685453367
"St.George English Medium School,Varadoor",school,11.708718703636215,76.0968866422376
Ration Shop,convenience,11.7049265,76.1004581
Ration Shop,convenience,11.684175844509967,76.1150598431323
Ration Shop,convenience,11.68233921313721,76.13253365790493
Ration Shop,convenience,11.700436121043255,76.07733761518186
Ration Shop,convenience,11.713684399999998,76.08666464999999
Ration Shop,convenience,11.740270174947234,76.10092650051048
thettamala,grocery,11.749460752378717,75.93581734890229
GOVERNMENT L P SCHOOL MAKKIYAD,school,11.737242478302067,75.89985498383648
Ration Shop,convenience,11.75743263901528,75.88000590801987
GHSS KUNJOME,school,11.764835881230098,75.85342501528788
Ration Shop,convenience,11.762764160861847,75.85201496028876
crackes,crackers,11.741776499999999,76.07325519999999
Ration Shop,convenience,11.618086639360053,76.2108434542688
Ration Shop,convenience,11.637853906099384,76.190228359599
Ration Shop,convenience,11.65175951607728,76.21991128118515
"National L.P School, Ozhakody",school,11.805164891057451,75.97975601366224
MRS Tribal School,school,11.876670018638055,75.95509903043238
Goverment High School Pulinjal,school,11.71644286893693,75.93923318055894
CV Store,convenience,11.538478021497504,76.16901665272951
Family wedding centre,clothes,11.55366095593473,76.1363055880111
Classic Hyundai,car,11.810302785678322,76.01507379919072
Kachery Honda,motorcycle,11.810442905529953,76.0150580434578
Mall of Kallat,mall,11.803327233169906,76.00838188208307
Wayanad Agri Roots,agrarian,11.679279628002748,76.02371685447388
Lourde Matha HSS Ground,school,11.689602163245468,76.05656645731626
Rinshad's Store,convenience,11.682260694541837,76.25328747908354
